"","b_10","b_11","b_20","b_21","b_22","rho","MSE_b_10","MSE_b_11","MSE_b_20","MSE_b_21","MSE_b_22","MSE_rho","MAPE_b_10","MAPE_b_11","MAPE_b_20","MAPE_b_21","MAPE_b_22","MAPE_rho"
"1",1.87915431445897,-1.90951942655601,-1.57376607496193,2.37446413548696,-1.7064201693355,0.334140641589623,0.164949625477469,0.135924953090048,0.755604997184415,0.508735292418297,0.447207810118746,0.165859358410377,0.0695374767106285,0.0566640691484722,0.627469004464803,0.211043504075479,0.175665502634874,0.331718716820755
"2",1.78415647039769,-1.81504887468161,-1.53460187530608,2.38516513975951,-1.71464930188341,0.349737950865093,0.239566945346632,0.206623141713419,0.787242616923121,0.540416049661791,0.569732882525363,0.150262049134907,0.108433563713679,0.0930428363959508,0.615359014167148,0.218939088945253,0.185020308354691,0.300524098269814
"3",2.14004266323451,-2.09133770710313,-1.09302160735452,2.05575533361634,-1.92258894737584,0.331039709238796,0.189436184721265,0.145449757606141,0.559250311668238,0.375663362975993,0.401051397718261,0.168960290761204,0.0776677535490793,0.0580229477786325,0.442369779327193,0.150338272471633,0.154600290725378,0.337920581522408
"4",1.91647848841597,-1.88507732474467,-0.796809177157473,1.8783983494522,-1.97999062162214,0.556889676341308,0.135720578062584,0.150459321730204,0.515355354759166,0.357716114913396,0.31553164191979,0.0568896763413085,0.0547565267785518,0.0632938949082859,0.439716670622686,0.151438474741178,0.116095951477012,0.113779352682617
"5",2.08533986990098,-2.07028802688415,-1.44973221527759,2.26125997716191,-1.72406315395519,0.301676423002486,0.136858983582655,0.120319607715658,0.671159308426892,0.422823364589208,0.456464640284821,0.198323576997514,0.0560715239995312,0.0483969035972459,0.527708017050097,0.168131266501806,0.171801319991896,0.396647153995028
"6",1.72365506924842,-1.71647427928556,-0.833395875973479,1.85795474316949,-1.90234135804384,0.508562701823503,0.296343450260928,0.30039126485751,0.582748586730295,0.394677772475713,0.431527746838324,0.00856270182350338,0.138236481502812,0.141768455933107,0.484562846602026,0.166132774437638,0.144889306947497,0.0171254036470068
"7",1.9792914133197,-2.07726333873871,-1.0049997667331,2.0878409502071,-2.24868966114787,0.697664954989638,0.110755086442909,0.127788136273954,0.369956096709835,0.30657715580169,0.33148579598937,0.197664954989638,0.0435330745799273,0.0513356547134109,0.288264113985397,0.117510517949115,0.144552513112704,0.395329909979277
"8",1.95347770511676,-2.05092792040858,-1.07544150368931,1.91641382092116,-1.95433198976716,0.431948559355368,0.118580327310207,0.113108519833543,0.459137751205673,0.326579796055732,0.318746870845112,0.0680514406446321,0.048012639031112,0.0456974246322455,0.365003851340882,0.133100618994399,0.123383069053668,0.136102881289264
"9",1.92374973535892,-1.90883991686782,-0.09693121971209,1.35020713991442,-2.55918207649963,0.857206525491126,0.144704923050122,0.140765771461796,0.937779788040438,0.68098700308761,0.578314155597682,0.357206525491126,0.0591676964573409,0.0582986067868005,0.903412143960479,0.325223309265986,0.279633780260046,0.714413050982253
"10",1.87180909368114,-1.83364702409751,-1.13137328098249,2.17501333085766,-1.89296768760989,0.423659308867102,0.166546401858918,0.191485305765895,0.492568554191725,0.378683944157986,0.349466038983829,0.0763406911328977,0.0707483027551108,0.0848131939759122,0.383622849497659,0.150222178450358,0.128336163577682,0.152681382265795
"11",1.83186856964951,-1.89196690759742,-0.686786657000087,1.68424390027212,-1.99491718268057,0.57620573505422,0.195745647468443,0.142696991090951,0.532666926092265,0.436380886344218,0.290121762684976,0.0762057350542201,0.0855937282125567,0.0600130645604095,0.45322011225935,0.189053917724817,0.108222855901954,0.15241147010844
"12",2.02470167509845,-1.98623580635297,-1.26124663112635,2.17439640020121,-1.84904407105681,0.35844502908228,0.115355036359243,0.101988137513558,0.577107190724249,0.390460699325153,0.401432213390134,0.14155497091772,0.0455632511487368,0.0399252560228518,0.449430373618914,0.155349199090995,0.145456645923575,0.283109941835441
"13",2.16101256033426,-2.05859954840942,-1.2135491334856,2.16071324900283,-1.65780226278134,0.291977788666596,0.201382787376067,0.121264295779949,0.524052497775907,0.352576058994603,0.484167979178223,0.208022211333404,0.0860652437041393,0.0485088402157282,0.423080928788183,0.143995326346668,0.192662424706133,0.416044422666807
"14",1.85410200009291,-1.91690757486581,-0.817162795243364,1.88882528193947,-2.19266039654443,0.636025705762946,0.178194165226492,0.127919924167096,0.463129654794669,0.340166176663263,0.319624068053085,0.136025705762946,0.0774512817138983,0.0524234072048633,0.380329965041673,0.139128951693169,0.136320521009771,0.272051411525892
"15",2.1520105749589,-2.06899645092309,-1.12410358087569,1.99688970948993,-1.66462727063045,0.281785645912561,0.189743228427024,0.120208068944293,0.503851608501621,0.315904192048881,0.499614716096239,0.218214354087439,0.080550428276833,0.0482560562871975,0.392561941171959,0.127216442450292,0.192255138459674,0.436428708174879
"16",1.83797246446379,-1.88254967366298,-1.00754839254577,2.01560672728208,-2.05234222812141,0.549087807639254,0.19396876108509,0.151405735080763,0.478754663726804,0.340251463635472,0.325640516277245,0.0490878076392539,0.0848358718850623,0.0644063114558925,0.373979912244637,0.134721589967494,0.127173056643197,0.0981756152785078
"17",1.92532806429093,-1.93358975456508,-1.11659036141375,2.0480522925054,-1.75841132791429,0.319645771787384,0.134368947569058,0.122230715326346,0.546376079919655,0.357668685405854,0.471480441330715,0.180354228212616,0.0544102137380847,0.0490818370989718,0.432844781121855,0.145122690342703,0.172753312953072,0.360708456425231
"18",1.82056597154976,-1.81147043076151,-1.4395222702551,2.5068181510572,-1.90541797516109,0.458961023591807,0.209668282266061,0.21220951867562,0.671393921881364,0.630646228651801,0.350735647004432,0.0410389764081929,0.0919130039755118,0.0954080787130848,0.53007420018996,0.266753322729996,0.130747881718477,0.0820779528163857
"19",2.09519951239377,-2.03725191158179,-1.12138632993581,2.20740166655007,-1.94166441529509,0.358033826539835,0.149707936827906,0.110074979424016,0.530170471490009,0.406202779284394,0.372901160761262,0.141966173460165,0.0610732055844934,0.0437205055227007,0.404057554649209,0.158653074078449,0.135491196284797,0.283932346920329
"20",1.87290515981895,-1.96541342179223,-0.516168703776331,1.59757977237834,-2.21740031804603,0.532213999288347,0.176474825889078,0.113908792151761,0.685951553160472,0.528692301384216,0.406297118406991,0.0322139992883466,0.0726644299005195,0.0441841071196249,0.59088814824185,0.227660220760965,0.174866943656292,0.0644279985766931
"21",1.97570764213655,-1.914783283554,-1.44410238132299,2.24358353659478,-1.6980098536991,0.404695395926803,0.110210472404704,0.126598900810303,0.675288473479593,0.421828775108004,0.457067425630289,0.0953046040731971,0.0449052777412459,0.0524334496897325,0.534884617322868,0.169566416621237,0.172442779761101,0.190609208146394
"22",1.81994943468277,-1.82794866805851,-1.28392360910006,2.22819643517553,-1.84361670990249,0.380782111481653,0.208066480504146,0.196152838953524,0.574115818218163,0.408361113443555,0.400043449134233,0.119217888518347,0.0917205552679163,0.0871706703416645,0.435229017688538,0.160213736259446,0.14068860959589,0.238435777036694
"23",2.0051022525756,-2.0194534011903,-1.36719052847344,2.34727860683192,-1.90073239238215,0.424212527987717,0.118565416242038,0.110613830661269,0.695574049771999,0.539844720183395,0.414703942310992,0.0757874720122835,0.048084916053765,0.0440049431733697,0.53910449332224,0.217304914647042,0.147123471709469,0.151574944024567
